,0
0,-0.8548835515975952
1,0.9716904759407043
2,-3.5452096462249756
3,-1.0460177659988403
4,0.8678443431854248
5,-0.2417796403169632
6,-0.7105522751808167
7,1.5935051441192627
8,-0.7818710207939148
9,0.3428444266319275
10,-0.3149147033691406
11,0.5933144092559814
12,0.7909011840820312
13,0.3151841163635254
14,1.8800338506698608
15,-0.8120993375778198
16,0.289763867855072
17,-0.21658000349998474
18,-0.24568575620651245
19,0.07186068594455719
20,1.2474558353424072
21,0.19152730703353882
22,2.607311964035034
23,-0.4305492639541626
24,1.1927133798599243
25,-0.3391740918159485
26,-0.8187032341957092
27,1.1186699867248535
28,-0.5944158434867859
29,1.374645471572876
30,0.006943419575691223
31,-1.0254687070846558
32,-0.7292195558547974
33,-0.2442760020494461
34,-0.3566243052482605
35,-0.13121028244495392
36,-0.2829945683479309
37,1.3120566606521606
38,-3.309826374053955
39,-0.5381080508232117
40,-0.5620246529579163
41,-0.6452376246452332
42,0.7985062599182129
43,-3.1698217391967773
44,0.03398297727108002
45,-1.9268124103546143
46,-0.2686784863471985
47,0.5382075905799866
48,0.06584657728672028
49,-0.1448410600423813
50,0.956948459148407
51,2.928565740585327
52,-0.40119802951812744
53,-0.7414600849151611
54,-0.7112493515014648
55,0.2619715929031372
56,0.0012651830911636353
57,0.4373278021812439
58,0.45285046100616455
59,1.9256157875061035
60,1.6972250938415527
61,0.7963135838508606
62,-3.1537554264068604
63,-1.6134788990020752
64,-1.397594690322876
65,1.964092493057251
66,-0.13449281454086304
67,0.46778929233551025
68,-1.9088963270187378
69,-1.380309820175171
70,-0.20101724565029144
71,0.0604507178068161
72,0.36104702949523926
73,0.5348679423332214
74,-1.9279261827468872
75,-0.19996562600135803
76,0.29970961809158325
77,-0.431305468082428
78,0.4821663200855255
79,-0.11653953790664673
80,-0.47952938079833984
81,-0.7231602072715759
82,0.383979856967926
83,1.1856787204742432
84,-1.019357681274414
85,-0.3563666343688965
86,0.4489825367927551
87,-0.5712648630142212
88,0.4982278645038605
89,-1.665929913520813
90,2.5109095573425293
91,-0.13173514604568481
92,-1.5903509855270386
93,0.016078786924481392
94,0.6564275622367859
95,0.34596651792526245
96,-1.102558970451355
97,-0.4874148666858673
98,1.37973952293396
99,0.39643293619155884
100,-0.26901745796203613
101,-0.0017090030014514923
102,-1.2315337657928467
103,-0.5537542700767517
104,-0.3489149510860443
105,-0.6224631667137146
106,1.209007740020752
107,-0.019992489367723465
108,0.02793280780315399
109,-0.028655793517827988
110,0.42229923605918884
111,-0.5950755476951599
112,-0.9588195085525513
113,-0.2732100784778595
114,0.33656078577041626
115,1.5625801086425781
116,0.6693792939186096
117,0.3794126510620117
118,0.16308562457561493
119,0.4259715676307678
120,0.18950819969177246
121,1.207455039024353
122,-0.0060405731201171875
123,0.14630556106567383
124,-1.0477557182312012
125,-1.7750611305236816
126,-0.5899819731712341
127,1.274430751800537
