,0,1,2
229,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
230,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
231,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
232,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
233,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
234,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
235,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
236,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
237,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
238,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
239,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
240,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
241,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
242,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
243,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
244,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
245,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
246,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
247,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
248,3.588023178629734e-05,1.714207350521119e-05,3.920569266657519e-05
249,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
250,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
251,5.382034767944601e-05,3.428414701042238e-05,1.9602846333287594e-05
252,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
253,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
254,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
255,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
256,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
257,5.382034767944601e-05,0.00010285244103126714,1.9602846333287594e-05
258,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
259,3.588023178629734e-05,3.428414701042238e-05,1.9602846333287594e-05
260,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
261,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
262,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
263,5.382034767944601e-05,1.714207350521119e-05,3.920569266657519e-05
264,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
265,1.794011589314867e-05,3.428414701042238e-05,3.920569266657519e-05
266,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
267,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
268,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
269,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
270,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
271,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
272,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
273,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
274,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
275,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
276,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
277,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
278,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
279,1.794011589314867e-05,5.142622051563357e-05,3.920569266657519e-05
280,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
281,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
282,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
283,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
284,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
285,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
286,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
287,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
288,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
289,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
290,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
291,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
292,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
293,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
294,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
295,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
296,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
297,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
298,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
299,3.588023178629734e-05,5.142622051563357e-05,1.9602846333287594e-05
300,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
301,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
302,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
303,1.794011589314867e-05,1.714207350521119e-05,7.841138533315038e-05
304,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
305,1.794011589314867e-05,3.428414701042238e-05,3.920569266657519e-05
306,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
307,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
308,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
309,1.794011589314867e-05,6.856829402084476e-05,1.9602846333287594e-05
310,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
311,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
312,3.588023178629734e-05,3.428414701042238e-05,1.9602846333287594e-05
313,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
314,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
315,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
316,5.382034767944601e-05,5.142622051563357e-05,1.9602846333287594e-05
317,3.588023178629734e-05,6.856829402084476e-05,1.9602846333287594e-05
318,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
319,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
320,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
321,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
322,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
323,1.794011589314867e-05,5.142622051563357e-05,3.920569266657519e-05
324,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
325,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
326,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
327,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
328,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
329,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
330,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
331,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
332,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
333,1.794011589314867e-05,1.714207350521119e-05,7.841138533315038e-05
334,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
335,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
336,3.588023178629734e-05,5.142622051563357e-05,1.9602846333287594e-05
337,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
338,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
339,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
340,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
341,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
342,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
343,3.588023178629734e-05,3.428414701042238e-05,1.9602846333287594e-05
344,3.588023178629734e-05,5.142622051563357e-05,1.9602846333287594e-05
345,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
346,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
347,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
348,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
349,1.794011589314867e-05,3.428414701042238e-05,7.841138533315038e-05
350,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
351,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
352,5.382034767944601e-05,1.714207350521119e-05,1.9602846333287594e-05
353,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
354,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
355,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
356,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
357,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
358,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
359,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
360,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
361,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
362,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
363,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
364,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
365,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
366,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
367,1.794011589314867e-05,5.142622051563357e-05,1.9602846333287594e-05
368,1.794011589314867e-05,1.714207350521119e-05,5.880853899986278e-05
369,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
370,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
371,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
372,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
373,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
374,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
375,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
376,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
377,1.794011589314867e-05,5.142622051563357e-05,3.920569266657519e-05
378,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
379,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
380,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
381,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
382,3.588023178629734e-05,6.856829402084476e-05,1.9602846333287594e-05
383,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
384,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
385,1.794011589314867e-05,3.428414701042238e-05,3.920569266657519e-05
386,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
387,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
388,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
389,3.588023178629734e-05,1.714207350521119e-05,1.9602846333287594e-05
390,1.794011589314867e-05,1.714207350521119e-05,3.920569266657519e-05
391,1.794011589314867e-05,3.428414701042238e-05,1.9602846333287594e-05
